SMAS_ID,COMID,YEAR,LAT,LONG,NOTES,MILES,BASIN,RECENT_SAMPLE_DATE,PREVIOUS_SAMPLE_DATE_1,PREVIOUS_SAMPLE_DATE_2,PREVIOUS_SAMPLE_DATE_3,PREVIOUS_SAMPLE_DATE_4,PREVIOUS_SAMPLE_DATE_5,PREVIOUS_SAMPLE_DATE_6,PREVIOUS_SAMPLE_DATE_7,
05-BAKE-0.3,8110563,2022,42.264939,-77.547768,,0,,8/31/2022,,,,,,,,
05-BWIN-9.5,8117937,2022,42.127712,-76.704839,,0,,9/1/2022,,,,,,,,
05-CAMP- 1.5,8118893,2022,42.358295,-77.390199,Probabilistic/department interest,0,,8/31/2022,,,,,,,,
05-COHO_T1-0.1,8117117,2022,42.563225,-77.510048,,0,,8/31/2022,,,,,,,,
05-COHO-28.6,8118867,2022,42.411703,-77.426762,,0,,8/31/2022,,,,,,,,
05-COHO-4.0,8119059,2022,42.18395,-77.15182,Probabilistic/department interest,0,,8/30/2022,,,,,,,,
05-CRAN-0.1,8110619,2022,42.187154,-77.317665,,0,,8/31/2022,,,,,,,,
05-CRSB-0.2,8110539,2022,42.313588,-77.657531,,0,,8/31/2022,,,,,,,,
05-DIVN_T1-0.4,8117925,2022,42.122616,-76.811108,,0,,9/1/2022,,,,,,,,
05-DRYW-1.4,8118259,2022,42.022302,-76.588967,,0,,9/1/2022,,,,,,,,
05-FIVM-1.2,8118807,2022,42.447262,-77.304766,,0,,8/31/2022,,,,,,,,
05-MDCR-10.0,8118901,2022,42.355513,-77.136042,,0,,8/31/2022,,,,,,,,
05-MEAD-10.8,8118979,2022,42.290289,-77.066961,,0,,8/30/2022,,,,,,,,
05-POSC_T5-0.9,8117697,2022,42.226545,-76.972573,Probabilistic/department interest,0.38,,8/30/2022,,,,,,,,
05-STEO-24.7,8110593,2022,42.24891,-77.45244,,0,,8/31/2022,,,,,,,,
05-STEP-2.7,8110553,2022,42.300705,-77.543593,Probabilistic/department interest,0,,8/31/2022,,,,,,,,
05-TIOG-11.7,8110985,2022,42.019592,-77.128563,,0,,9/1/2022,,,,,,,,
05-TOBE-1.0,8118853,2022,42.407695,-77.05759,Probabilistic/department interest,0,,8/31/2022,,,,,,,,
05-TUSC-9.3,8110719,2022,42.080158,-77.364734,,0,,9/1/2022,,,,,,,,
08-ALDR-2.0,15517510,2022,43.42306,-75.23027,,0,,9/15/2022,,,,,,,,
08-BENE-0.6,15510630,2022,43.681935,-74.703491,,0,,9/14/2022,8/1/2004,,,,,,,
08-BLAC-2.5,15512774,2022,43.87534,-75.37319,,0,,9/13/2022,,,,,,,,
08-BLCK_T58-2.0,15513750,2022,43.615545,-75.387488,,0,,9/13/2022,,,,,,,,
08-BLCK_T8-9.0,15512448,2022,43.982339,-75.802215,,0,,9/13/2022,8/1/2004,,,,,,,
08-COBB-2.2,15512912,2022,43.82389,-75.65334,,0,,9/13/2022,8/1/2004,8/27/2002,,,,,,
08-CUMM-0.1,15514114,2022,43.506198,-75.221461,,0,,9/15/2022,8/1/2004,,,,,,,
08-DEER-2.0,15512584,2022,43.93028,-75.59111,,0,,9/13/2022,8/1/2004,9/26/2007,,,,,,
08-DEER-27.6,15513460,2022,43.723389,-75.70138,,0,,9/13/2022,8/1/2004,,,,,,,
08-LIME-6.3,15510564,2022,43.708504,-74.818199,,0,,9/14/2022,8/1/2004,,,,,,,
08-LWDH-2.7,15517520,2022,43.45528,-75.15278,,0,,9/15/2022,8/1/2004,8/28/2002,,,,,,
08-MBLC-0.1,15510892,2022,43.553273,-74.907832,,0,,9/15/2022,,,,,,,,
08-MLLL_T7-0.8,15513088,2022,43.7903,-75.546073,,0,,9/14/2022,8/1/2004,,,,,,,
08-MURM_T2-0.1,15512608,2022,43.910741,-75.366559,,0,,9/13/2022,8/1/2004,,,,,,,
08-NMOO-0.7,15510434,2022,43.80832,-74.851371,,0,,9/14/2022,8/1/2004,,,,,,,
08-NSUG_T8-0.1,15513716,2022,43.609708,-75.481573,,0,,9/15/2022,,,,,,,,
08-ROAR-2.2,15513298,2022,43.74124,-75.42461,Also picked for probabilistic,0,,9/14/2022,,,,,,,,
08-SUGR-3.3,15513984,2022,43.53194,-75.35056,,0,,,8/1/2004,8/28/2002,,,,,,
08-SUMN_T1-0.1,15510606,2022,43.682873,-74.665813,,0,,9/14/2022,,,,,,,,
08-SWIS-2.6,15514254,2022,43.937194,-75.50738,,0,,9/13/2022,8/1/2004,,,,,,,
08-TANE-0.7,15513494,2022,43.67705,-75.34291,,0,,9/14/2022,8/1/2004,,,,,,,
08-TWIN-1.0,15516808,2022,43.4507,-75.014745,,0,,9/15/2022,8/1/2004,,,,,,,
13-BASC-4.7,6189556,2022,42.412612,-74.035523,,0,,7/20/2022,,,,,,,,
13-CLDS-4.3,6211544,2022,41.931313,-73.725833,,0,,7/19/2022,,,,,,,,
13-CLOV_T2-0.2,6215708,2022,41.493534,-73.912504,,0,,7/20/2022,,,,,,,,
13-COXS-0.5,6193926,2022,42.3905,-73.80139,,0,,7/20/2022,,,,,,,,
13-JACK-5.8,6211982,2022,41.662908,-73.736386,,0,,7/20/2022,,,,,,,,
13-JDBA-3.5,6188374,2022,42.366627,-73.990344,,0,,7/21/2022,,,,,,,,
13-KAAT-8.4,6188680,2022,42.180528,-73.940247,,0,,7/21/2022,,,,,,,,
13-MONH-4.9,6201874,2022,41.438813,-74.418355,,0,,7/20/2022,,,,,,,,
13-MUSC-8.4,6227362,2022,41.33306,-73.76472,,0,,7/20/2022,,,,,,,,
13-ROND_T18-0.2,6199854,2022,41.797055,-74.211691,,0,,7/20/2022,,,,,,,,
13-TIOR-0.2,6230332,2022,41.24349,-74.02654,,0,,7/20/2022,,,,,,,,
13-VERK-2.9,6200034,2022,41.647772,-74.323771,,0,,7/21/2022,,,,,,,,
13-WAPP_E-3.2,6211790,2022,41.783307,-73.743288,,0,,7/21/2022,,,,,,,,
13-WOOD_T6B-0.8,6217514,2022,41.368652,-74.122159,,0,,7/20/2022,,,,,,,,
13-WYNT-12.0,6185884,2022,42.623612,-73.571242,,0,,7/20/2022,,,,,,,,
02-ALGY-28.6,8969978,2021,42.085537,-78.639667,,0,,9/15/2021,,,,,,,,
02-CASS-2.3,15444961,2021,42.090423,-79.145993,,0,,9/16/2021,,,,,,,,
02-CSPG-4.3,8969146,2021,42.141322,-78.899965,,0,,9/15/2021,,,,,,,,
02-FREN-8.9,9049187,2021,42.069869,-79.705022,,0,,9/15/2021,,,,,,,,
02-GRIF-1.4,8968896,2021,42.20654,-78.277248,,0,,9/14/2021,,,,,,,,
02-GVAL-7.3,8968962,2021,42.200219,-78.655695,,0,,9/15/2021,,,,,,,,
02-JHNS-1.0,8968570,2021,42.376836,-78.447366,,0,,9/14/2021,,,,,,,,
02-QRUN-0.3,8969544,2021,42.019177,-78.84248,,0,,9/15/2021,,,,,,,,
02-SLAB_Ta-2.1,15444707,2021,42.418377,-79.028508,,0,,9/16/2021,,,,,,,,
02-STRW-5.0,8970380,2021,42.003423,-79.570392,,0,,9/15/2021,,,,,,,,
02-TWTY-4.0,15444849,2021,42.233662,-79.180653,,0,,9/16/2021,,,,,,,,
02-WANG_W-8.4,15444705,2021,42.426207,-79.169149,,0,,9/16/2021,,,,,,,,
02-WANG-3.1,15445033,2021,42.014242,-79.151291,,0,,9/15/2021,,,,,,,,
07-BUTW-1.3,21983105,2021,42.447166,-76.923261,,0,,7/15/2021,,,,,,,,
07-BVRK-5.8,21982173,2021,42.922841,-77.339701,,0,,9/8/2021,,,,,,,,
07-CRAN-6.4,21977071,2021,42.975315,-76.650968,,0,,7/28/2021,,,,,,,,
07-DUBL-3.3,21977059,2021,42.961095,-76.911714,,0,,7/28/2021,,,,,,,,
07-ENFD-3.5,21983355,2021,42.408856,-76.604618,,0,,9/9/2021,,,,,,,,
07-FALL_T9-0.2,21983085,2021,42.473181,-76.404382,,0,,7/15/2021,,,,,,,,
07-FIEL-1.8,21976155,2021,43.014515,-77.140109,,0,,7/28/2021,,,,,,,,
07-FURC_Tc-0.5,22023176,2021,43.350229,-75.659479,,0,,7/27/2021,,,,,,,,
07-KDIG_Tb-0.7,21977699,2021,42.822612,-76.90064,,0,,7/14/2021,,,,,,,,
07-LIME-13,22026522,2021,42.922085,-75.907909,,0,,9/1/2021,,,,,,,,
07-SCON-6.3,22024116,2021,43.083089,-75.543934,,0,,7/20/2021,,,,,,,,
11-BATT-18.0,22288297,2021,43.133683,-73.353832,,0,,8/5/2021,,,,,,,,
11-DOIG-4.5,22296000,2021,43.355561,-74.23794,,0,,7/29/2021,,,,,,,,
11-HOOS-22.7,22290307,2021,42.932936,-73.370978,,0,,8/4/2021,,,,,,,,
11-HOOS-3.1,22290491,2021,42.904942,-73.641283,,0,,8/3/2021,,,,,,,,
11-JESS-2.0,22306039,2021,43.588208,-74.395554,,0,,8/3/2021,,,,,,,,
11-SNOK-11.5,22287983,2021,43.182937,-73.721986,,0,,8/4/2021,,,,,,,,
11-SQWA-0.1,22305907,2021,43.742414,-74.341618,,0,,8/3/2021,,,,,,,,
11-TOWR-0.4,22295702,2021,43.48016,-74.232923,,0,,8/5/2021,,,,,,,,
11-UHUD-267.8,22304859,2021,43.702565,-73.957596,,0,,8/3/2021,,,,,,,,
01-CAZE_E_T9-1.5,15575299,2020,42.73498573,-78.57163373,,0,,9/15/2020,,,,,,,,
01-CLAR-18.5,15582177,2020,42.49466373,-78.82008473,,0,,9/16/2020,,,,,,,,
01-CONN-2.5,15582313,2020,42.45,-78.73,,0,,9/16/2020,8/25/2010,,,,,,,
01-HAMP-3.6,15575641,2020,42.67,-78.82,,0,,9/15/2020,,,,,,,,
01-SILV_T8_1_1-1.0,9840076,2020,42.44930573,-79.04752373,,0,,9/16/2020,,,,,,,,
01-SMOK-2.9,15575189,2020,42.77919273,-78.71674573,,0,,9/16/2020,,,,,,,,
01-SWYR-2.1,15567453,2020,43.07216573,-78.85530373,,0,,9/17/2020,,,,,,,,
01-TEEN-24.2,15576103,2020,42.6,-78.72,,0,,9/16/2020,,,,,,,,
01-TONA_T35_1-2.0,15569255,2020,42.88733573,-78.21768073,,0,,9/17/2020,,,,,,,,
01-TONA-19.4,15567933,2020,43.1,-78.64,Probabalistic/Long Term Trend,0,,9/16/2015,8/22/2006,9/12/2005,7/3/2001,,,,,
01-TONA-27.6,15567387,2020,43.08064173,-78.57346273,,0,,9/17/2020,,,,,,,,
01-TONA-62.7,15567959,2020,43.002696,-78.251967,,0,,9/17/2020,,,,,,,,
01-TONA-83.3,15569747,2020,42.88,-78.26,,0,,9/17/2020,,,,,,,,
01-YUGA-26.0,15574997,2020,42.82723773,-78.45003373,,0,,9/15/2020,,,,,,,,
03-BROK-4.7,15558265,2020,43.2610855,-77.8959198,,0,,8/20/2020,,,,,,,,
03-FICR-5.3,15560239,2020,43.2246208,-78.3236465,,0,,8/19/2020,,,,,,,,
03-GULS-10.4,21621759,2020,43.8202782,-75.80896,,0,,8/19/2020,,,,,,,,
03-JOHN-9.1,15559477,2020,43.3352814,-78.3590698,,0,,8/19/2020,,,,,,,,
03-LIND-6.8,21623435,2020,43.6811676,-76.0763779,,0,,8/18/2020,,,,,,,,
03-LSAM-11.2,21625643,2020,43.4273491,-76.1872177,,0,,8/18/2020,,,,,,,,
03-MUDC-0.6,21623465,2020,43.6680717,-76.1557693,,0,,8/18/2020,,,,,,,,
03-NRUP-13.0,15558669,2020,43.1687622,-77.8050308,,0,,8/20/2020,,,,,,,,
03-ORCH_T28-2.1,15561157,2020,43.0980721,-78.2499924,,0,,8/19/2020,,,,,,,,
03-RAYS-5.0,21622603,2020,43.7490692,-75.9646988,,0,,8/18/2020,,,,,,,,
03-REDR-15.1,21631963,2020,43.1843834,-76.7082672,,0,,8/17/2020,,,,,,,,
03-SAGE-4.2,21625527,2020,43.48312,-76.2247314,,0,,8/18/2020,,,,,,,,
03-SSAN-14.1,21623213,2020,43.7763901,-76.0180588,,0,,8/19/2020,,,,,,,,
03-STRL-12.5,21631787,2020,43.2585907,-76.6313934,,0,,8/17/2020,,,,,,,,
03-WWHIO-1.5,21633543,2020,43.0599403,-77.3858719,,0,,8/18/2020,,,,,,,,
12-FOX-1.1,3246098,2020,42.67889,-74.30473,,0,,7/16/2020,,,,,,,,
04-BIDW_T4-0.6,15539363,2019,42.858199,-77.92604,,0,,7/24/2019,,,,,,,,
04-BLAK_N_T1-1.1,15537211,2019,43.149342,-77.981212,,0,,7/23/2019,,,,,,,,
04-BLAK_T6-0.9,15537809,2019,43.085291,-77.799411,,0,,7/23/2019,,,,,,,,
04-BLAK-34.9,15538551,2019,43.0341,-78.0754,,0,,7/23/2019,,,,,,,,
04-CNEA-10.1,15550809,2019,42.358923,-78.301007,,0,,7/24/2019,,,,,,,,
04-EKOY-10.4,15549637,2019,42.63941,-78.13737,,0,,7/24/2019,,,,,,,,
04-HONY_T36-0.9,15540157,2019,42.830186,-77.519034,,0,,7/23/2019,,,,,,,,
04-HONY_T9-0.3,15538959,2019,42.996457,-77.644052,,0,,7/23/2019,,,,,,,,
04-JCOX_S-3.7,15539641,2019,42.794639,-77.770032,,0,,7/23/2019,,,,,,,,
04-MCMI_S-5,15539893,2019,42.694427,-77.64282,,0,,7/23/2019,,,,,,,,
04-MILH_T13-0.1,15539791,2019,42.771332,-77.451601,,0,,7/23/2019,,,,,,,,
04-MUCK-4.3,15539103,2019,42.961785,-77.966507,,0,,7/24/2019,,,,,,,,
04-NUND_T4-1.4,15550177,2019,42.061322,-77.879008,,0,,7/25/2019,,,,,,,,
04-UGNS_T30-1.2,15539059,2019,42.949618,-77.71784,,0,,7/23/2019,,,,,,,,
04-UGNS-97.8,15551291,2019,42.479779,-78.065036,,0,,7/24/2019,,,,,,,,
04-WOATK-53.3,15541561,2019,42.681047,-78.110971,,0,,7/24/2019,,,,,,,,
09-CEDL-0.1,15478855,2019,44.372,-75.2154,,0,,9/11/2019,,,,,,,,
09-DEVE-1.8,15449508,2019,44.788997,-74.429834,Probabilistic/Unassessed PWL,0,,9/12/2019,,,,,,,,
09-GRAS-23.8,15476223,2019,44.830698,-75.097927,,0,,9/11/2019,,,,,,,,
09-GTCH-4.8,15489098,2019,44.645104,-75.495721,,0,,9/17/2019,,,,,,,,
09-GTCH-66.3,15491250,2019,44.312094,-75.443452,,0,,9/11/2019,,,,,,,,
09-GULF-1.3,25515866,2019,44.563619,-75.293116,,0,,9/11/2019,,,,,,,,
09-KING-0.5,15455050,2019,44.785909,-74.648521,Probabilistic/Unassessed PWL,0,,9/11/2019,,,,,,,,
09-MARA-4.5,15469361,2019,43.836755,-74.563743,Probabilistic/Unassessed PWL,0,,9/10/2019,,,,,,,,
09-PALC-2.5,15492244,2019,44.043935,-75.223674,,0,,9/10/2019,,,,,,,,
09-PLET-3.8,15476951,2019,44.329646,-74.893547,,0,,9/13/2019,,,,,,,,
09-RAQU-105.0,15467649,2019,44.236904,-74.400195,Probabilistic/Unassessed PWL,0,,9/10/2910,,,,,,,,
09-RAQU-3.2,15465075,2019,44.97861,-74.73306,,0,,9/11/2019,8/18/2010,9/16/2009,,,,,,
09-RAQU-80.9,15467549,2019,44.314314,-74.665562,,0,,9/10/2019,,,,,,,,
09-RAQU-89.9,15467639,2019,44.253575,-74.595852,,0,,9/10/2019,,,,,,,,
09-SAL9-12.1,15448828,2019,44.929694,-74.37063,,0,,9/12/2019,,,,,,,,
09-STLW-51.9,25293246,2019,44.69972,-75.50417,Multiplate/Probabilistic,0,,8/13/2019,,,,,,,,
09-TRSL-12.5,15455260,2019,44.733407,-74.704554,,0,,9/11/2019,,,,,,,,
14-BASK_N-1.7,2616720,2019,41.881163,-75.091213,Probabilistic/Unassessed PWL,0,,8/21/2019,,,,,,,,
14-BEEB-3.5,2613734,2019,42.119651,-75.108847,,0,,8/21/2019,,,,,,,,
14-BRIS-2.0,2615112,2019,41.765496,-74.882752,,0,,8/21/2019,,,,,,,,
14-COLD_T7-1.1,2613640,2019,42.157587,-75.391342,,0,,8/22/2019,,,,,,,,
14-DELA-1.2,4151524,2019,41.3722229,-74.69721985,,0,,8/20/2019,,,,,,,,
14-DELA-59.2,2617430,2019,41.82344,-75.11362,,0,,8/21/2019,,,,,,,,
14-DELA-65.9,2617358,2019,41.865244,-75.180279,,0,,8/21/2019,,,,,,,,
14-KIAM-0.1,4147570,2019,41.66945,-74.62583,,0,,8/20/2019,,,,,,,,
14-LEBA-0.6,4147774,2019,41.566455,-74.795962,,0,,8/20/2019,,,,,,,,
14-NEVR-0.5,4151522,2019,41.36083,-74.68584,"Picked, Moved to old SBU site NEVR-15- Historic site 0.34 miles from recent site",0.34,,8/20/2019,8/6/2014,8/13/2012,9/2/2009,9/7/2005,8/3/2004,,,
14-NEVR-26.2,4147634,2019,41.63445,-74.61916,,0,,8/20/2019,,,,,,,,
14-PINE-4.4,4147796,2019,41.548032,-74.571169,,0,,8/20/2019,,,,,,,,
14-PINS-1.7,2613628,2019,42.175525,-75.17101,,0,,8/22/2019,8/5/2014,,,,,,,
14-WILL-3.1,1750437,2019,41.92441,-74.87637,,0,,8/21/2019,8/26/2015,8/6/2014,,,,,,
06-BTNT_T6_1-1.0,8086431,2018,42.455927,-75.313426,,0,,8/9/2018,,,,,,,,
06-CHAS-0.7,8083769,2018,42.660369,-74.961192,,0,,8/7/2018,,,,,,,,
06-DILA_W_T6-1.8,8085729,2018,42.901514,-75.24999,,0,,8/7/2018,,,,,,,,
06-EDDY-3.6,9423097,2018,42.41791,-75.584178,,0,,8/9/2018,,,,,,,,
06-GREA_W-1.1,8085459,2018,42.588448,-75.406755,,0,,8/9/2018,,,,,,,,
06-HAIT-0.1,9421935,2018,42.673777,-76.075092,,0,,8/7/2018,,,,,,,,
06-HAWL-1.9,9420381,2018,42.655247,-75.6238,,0,,8/7/2018,,,,,,,,
06-MDUF-2.7,8102745,2018,42.253636,-76.583934,,0,,8/8/2018,,,,,,,,
06-MUDO-1.3,9420567,2018,42.594098,-75.875166,,0,,8/8/2018,,,,,,,,
06-NANG_T26-1.3,9423355,2018,42.335531,-75.77861,,0,,8/8/2018,,,,,,,,
06-NING_T4-1.2,9420301,2018,42.661137,-75.983401,,0,,8/7/2018,,,,,,,,
06-NVUS_T28-3.5,8083777,2018,42.653764,-74.692196,,0,,8/7/2018,,,,,,,,
06-NVUS-6.4,8084197,2018,42.524226,-74.898842,,0,,8/9/2018,,,,,,,,
06-OTGO_W-3.5,8085397,2018,42.62412,-75.080234,,0.44,,8/7/2018,,,,,,,,
06-PLES-4.7,9420219,2018,42.693653,-75.602641,,0,,8/7/2018,,,,,,,,
06-YALE-3.4,8086793,2018,42.33762,-75.479988,,0,,8/9/2018,,,,,,,,
10-ALDE_T15-0.6,9524279,2018,44.498208,-74.008785,,0,,7/18/2018,,,,,,,,
10-BOQT-10.8,9528305,2018,44.264529,-73.40121,,0,,7/17/2018,,,,,,,,
10-GRAV-2.2,9521329,2018,44.897525,-73.756883,,0,,7/17/2018,,,,,,,,
10-GULB-0.6,9528113,2018,44.25714,-73.782914,,0,,7/18/2018,,,,,,,,
10-HUDD-0.2,10312496,2018,43.537609,-73.668712,,0,,7/19/2018,,,,,,,,
10-MILC-3.6,10311366,2018,44.060296,-73.500379,,0,,7/19/2018,,,,,,,,
10-NICO-1.0,9528115,2018,44.269447,-73.835122,,0,,7/18/2018,,,,,,,,
10-PUTM-4.5,10312600,2018,43.94124,-73.473716,,0,,7/19/2018,,,,,,,,
10-ROCY-0.1,9528019,2018,44.371186,-73.716192,,0,,7/18/2018,7/23/2008,,,,,,,
10-SABL-7.6,9527425,2018,44.504102,-73.481615,,0,,7/17/2018,,,,,,,,
10-TRAE-4.5,9521339,2018,44.855734,-73.489449,,0,,7/17/2018,,,,,,,,
10-TWOB-3.6,9524631,2018,44.412933,-74.110415,,0,,7/18/2018,,,,,,,,
17-BRNX-17.3,6240361,2018,41.015682,-73.790146,,0,,9/11/2018,9/12/2014,,,,,,,
17-MAMR_T12-0.7,6240225,2018,41.040879,-73.740421,,0.27,,9/11/2018,,,,,,,,
17-MAMR-6.7,6240357,2018,41.0178,-73.7275,,0,,9/11/2018,9/10/2008,,,,,,,
17-OROW-2.0,9499628,2018,40.751098,-73.228009,,0,,9/12/2018,,,,,,,,
17-PECN-12.4,9496456,2018,40.881235,-72.810457,,0.15,,9/12/2018,,,,,,,,
17-SISO_T2-0.2,7732091,2018,41.201647,-73.529464,,0,,9/12/2018,,,,,,,,
17-SPIN-0.1,6241845,2018,40.938989,-73.839151,,0,,9/11/2018,,,,,,,,
17-SWML-1.4,9496098,2018,40.925024,-72.647379,,0,,9/12/2018,,,,,,,,
05-BENN_T14-2.8,8110675,2017,42.111839,-77.69363,,0,,8/9/2017,,,,,,,,
05-COHO-33.6,8118805,2017,42.46141,-77.47239,,0,,8/9/2017,6/8/1988,,,,,,,
05-COHO-50.9,8117095,2017,42.59906,-77.5289,,0,,8/9/2017,,,,,,,,
05-CUTH-0.6,8117897,2017,42.13489,-76.92788,Recent site 0.33 miles from epa draw,0.33,,8/8/2017,8/1/2007,,,,,,,
05-MCHE-1.5,8110527,2017,42.29771,-77.76152,,0,,8/9/2017,,,,,,,,
05-NEWT_T30-0.4,8117731,2017,42.201117,-76.663515,,0,,8/8/2017,,,,,,,,
05-SEEL-7.6,8118243,2017,42.0334,-76.8772,Recent site 0.35 miles from epa draw,0.35,,8/8/2017,8/13/1998,,,,,,,
05-STEO_T22-0.2,8110591,2017,42.199,-77.407,,0,,8/9/2017,9/10/2013,8/1/2012,,,,,,
08-BEEV_T16-1.5,15512594,2017,43.92107,-75.18084,,0,,9/13/2017,,,,,,,,
08-BENE-0.2,15510676,2017,43.67611,-74.70834,,0,,9/12/2017,7/24/2002,,,,,,,
08-BLCK_T132-2.0,15513054,2017,43.51919,-74.914078,,0,,9/13/2017,7/11/2012,,,,,,,
08-BLCK_T30-4.5,15514238,2017,43.964945,-75.489564,,0,,9/13/2017,,,,,,,,
08-BLCK-105.4,15517566,2017,43.410831,-75.096664,,0,,9/12/2017,8/20/2013,7/10/2012,,,,,,
08-FELT-0.3,15509276,2017,44.01917,-75.76138,,0,,9/12/2017,8/27/1996,,,,,,,
08-FSHC-0.8,15513540,2017,43.66833,-75.35333,,0,,9/12/2017,8/27/2002,,,,,,,
08-LBLK-5.0,15517598,2017,43.37583,-75.06805,,0,,9/12/2017,8/20/2008,9/25/2007,9/3/2003,8/28/2002,,,,
08-LOLO-3.4,15514080,2017,43.51777,-75.20433,,0,,9/12/2017,,,,,,,,
08-MURM-3.4,15512716,2017,43.884,-75.3472,,0,,9/13/2017,,,,,,,,
08-OLMS-0.3,15513940,2017,43.5462,-75.40149,,0,,9/13/2017,9/26/2007,,,,,,,
